source_package,benchmark,memory_system,scope,model_label,model,s,s_label,dataset_name,task_id,question_type,trial,retrieval_calls,retrieved_sessions,react_steps,success,f1,llm_judge,response_duration_ms,search_duration_ms,total_duration_ms,context_tokens,total_cost_usd,context_ok,source_trace_file,pass_at_b1,budget_exhaustion_b1,wrong_within_budget_b1,failure_mode_b1,pass_at_b2,budget_exhaustion_b2,wrong_within_budget_b2,failure_mode_b2,pass_at_b3,budget_exhaustion_b3,wrong_within_budget_b3,failure_mode_b3,pass_at_b4,budget_exhaustion_b4,wrong_within_budget_b4,failure_mode_b4,pass_at_b5,budget_exhaustion_b5,wrong_within_budget_b5,failure_mode_b5,pass_at_b6,budget_exhaustion_b6,wrong_within_budget_b6,failure_mode_b6
qwen_openclaw_longmemeval,LongMemEval,OpenClaw,additional_interface_coverage,Qwen 235B,qwen3-235b-a22b-instruct-2507,0,s0,s0/longmem_ssa/lm_11_a0474,0e5e2d1a,single-session-assistant,1,1,0,2,0,0.026316,0,7890.744,7860.972,15751.716,1711,0.000358,1,qwen235b_trace_q1_full.csv,0,0,1,wrong_within_budget,0,0,1,wrong_within_budget,0,0,1,wrong_within_budget,0,0,1,wrong_within_budget,0,0,1,wrong_within_budget,0,0,1,wrong_within_budget
qwen_openclaw_longmemeval,LongMemEval,OpenClaw,additional_interface_coverage,Qwen 235B,qwen3-235b-a22b-instruct-2507,0,s0,s0/longmem_ssa/lm_11_a0477,0e5e2d1a,single-session-assistant,1,1,0,2,0,0.026667,0,7140.936,7449.185,14590.121,1710,0.000362,1,qwen235b_trace_q1_full.csv,0,0,1,wrong_within_budget,0,0,1,wrong_within_budget,0,0,1,wrong_within_budget,0,0,1,wrong_within_budget,0,0,1,wrong_within_budget,0,0,1,wrong_within_budget
qwen_openclaw_longmemeval,LongMemEval,OpenClaw,additional_interface_coverage,Qwen 235B,qwen3-235b-a22b-instruct-2507,0,s0,s0/longmem_ssa/lm_11_a0493,0e5e2d1a,single-session-assistant,1,1,0,2,0,0.023529,0,8557.899,6492.703,15050.602,1727,0.000366,1,qwen235b_trace_q1_full.csv,0,0,1,wrong_within_budget,0,0,1,wrong_within_budget,0,0,1,wrong_within_budget,0,0,1,wrong_within_budget,0,0,1,wrong_within_budget,0,0,1,wrong_within_budget
qwen_openclaw_longmemeval,LongMemEval,OpenClaw,additional_interface_coverage,Qwen 235B,qwen3-235b-a22b-instruct-2507,0,s0,s0/longmem_ssa/lm_12_a0357,fea54f57,single-session-assistant,1,1,0,3,1,0.025,1,10991.72,8815.855,19807.575,1600,0.000369,1,qwen235b_trace_q1_full.csv,1,0,0,pass,1,0,0,pass,1,0,0,pass,1,0,0,pass,1,0,0,pass,1,0,0,pass
qwen_openclaw_longmemeval,LongMemEval,OpenClaw,additional_interface_coverage,Qwen 235B,qwen3-235b-a22b-instruct-2507,0,s0,s0/longmem_ssa/lm_13_a0083,cc539528,single-session-assistant,1,1,0,3,1,0.310345,1,9232.868,7620.888,16853.756,1539,0.000344,1,qwen235b_trace_q1_full.csv,1,0,0,pass,1,0,0,pass,1,0,0,pass,1,0,0,pass,1,0,0,pass,1,0,0,pass
qwen_openclaw_longmemeval,LongMemEval,OpenClaw,additional_interface_coverage,Qwen 235B,qwen3-235b-a22b-instruct-2507,0,s0,s0/longmem_ssa/lm_13_a0130,cc539528,single-session-assistant,1,1,0,3,1,0.344828,1,9260.775,7397.403,16658.178,2255,0.000337,1,qwen235b_trace_q1_full.csv,1,0,0,pass,1,0,0,pass,1,0,0,pass,1,0,0,pass,1,0,0,pass,1,0,0,pass
qwen_openclaw_longmemeval,LongMemEval,OpenClaw,additional_interface_coverage,Qwen 235B,qwen3-235b-a22b-instruct-2507,0,s0,s0/longmem_ssa/lm_13_a0308,cc539528,single-session-assistant,1,1,0,3,1,0.310345,1,10214.597,8904.066,19118.663,2267,0.000344,1,qwen235b_trace_q1_full.csv,1,0,0,pass,1,0,0,pass,1,0,0,pass,1,0,0,pass,1,0,0,pass,1,0,0,pass
qwen_openclaw_longmemeval,LongMemEval,OpenClaw,additional_interface_coverage,Qwen 235B,qwen3-235b-a22b-instruct-2507,0,s0,s0/longmem_ssa/lm_16_a0057,488d3006,single-session-assistant,1,1,0,3,1,0.098765,1,10406.345,9056.442,19462.787,1516,0.000373,1,qwen235b_trace_q1_full.csv,1,0,0,pass,1,0,0,pass,1,0,0,pass,1,0,0,pass,1,0,0,pass,1,0,0,pass
qwen_openclaw_longmemeval,LongMemEval,OpenClaw,additional_interface_coverage,Qwen 235B,qwen3-235b-a22b-instruct-2507,0,s0,s0/longmem_ssa/lm_16_a0135,488d3006,single-session-assistant,1,1,0,3,1,0.084211,1,10406.437,10080.141,20486.578,1546,0.000329,1,qwen235b_trace_q1_full.csv,1,0,0,pass,1,0,0,pass,1,0,0,pass,1,0,0,pass,1,0,0,pass,1,0,0,pass
qwen_openclaw_longmemeval,LongMemEval,OpenClaw,additional_interface_coverage,Qwen 235B,qwen3-235b-a22b-instruct-2507,0,s0,s0/longmem_ssa/lm_18_a0150,8cf51dda,single-session-assistant,1,1,0,3,1,0.522523,1,10284.623,10218.542,20503.165,1933,0.000386,1,qwen235b_trace_q1_full.csv,1,0,0,pass,1,0,0,pass,1,0,0,pass,1,0,0,pass,1,0,0,pass,1,0,0,pass
qwen_openclaw_longmemeval,LongMemEval,OpenClaw,additional_interface_coverage,Qwen 235B,qwen3-235b-a22b-instruct-2507,0,s0,s0/longmem_ssa/lm_18_a0231,8cf51dda,single-session-assistant,1,1,0,3,1,0.522523,1,10748.442,5876.904,16625.346,1925,0.000408,1,qwen235b_trace_q1_full.csv,1,0,0,pass,1,0,0,pass,1,0,0,pass,1,0,0,pass,1,0,0,pass,1,0,0,pass
qwen_openclaw_longmemeval,LongMemEval,OpenClaw,additional_interface_coverage,Qwen 235B,qwen3-235b-a22b-instruct-2507,0,s0,s0/longmem_ssa/lm_18_a0313,8cf51dda,single-session-assistant,1,1,0,3,1,0.517857,1,10522.287,6254.279,16776.566,1930,0.000394,1,qwen235b_trace_q1_full.csv,1,0,0,pass,1,0,0,pass,1,0,0,pass,1,0,0,pass,1,0,0,pass,1,0,0,pass
qwen_openclaw_longmemeval,LongMemEval,OpenClaw,additional_interface_coverage,Qwen 235B,qwen3-235b-a22b-instruct-2507,0,s0,s0/longmem_ssa/lm_19_a0182,1d4da289,single-session-assistant,1,1,0,3,1,0.4,1,9475.665,6950.825,16426.49,1561,0.000353,1,qwen235b_trace_q1_full.csv,1,0,0,pass,1,0,0,pass,1,0,0,pass,1,0,0,pass,1,0,0,pass,1,0,0,pass
qwen_openclaw_longmemeval,LongMemEval,OpenClaw,additional_interface_coverage,Qwen 235B,qwen3-235b-a22b-instruct-2507,0,s0,s0/longmem_ssa/lm_19_a0437,1d4da289,single-session-assistant,1,1,0,3,1,0.411765,1,10665.308,6845.314,17510.622,2162,0.000349,1,qwen235b_trace_q1_full.csv,1,0,0,pass,1,0,0,pass,1,0,0,pass,1,0,0,pass,1,0,0,pass,1,0,0,pass
qwen_openclaw_longmemeval,LongMemEval,OpenClaw,additional_interface_coverage,Qwen 235B,qwen3-235b-a22b-instruct-2507,0,s0,s0/longmem_ssa/lm_1_a0139,7161e7e2,single-session-assistant,1,1,0,3,1,0.529412,1,9710.378,7721.636,17432.014,2911,0.000327,1,qwen235b_trace_q1_full.csv,1,0,0,pass,1,0,0,pass,1,0,0,pass,1,0,0,pass,1,0,0,pass,1,0,0,pass
qwen_openclaw_longmemeval,LongMemEval,OpenClaw,additional_interface_coverage,Qwen 235B,qwen3-235b-a22b-instruct-2507,0,s0,s0/longmem_ssa/lm_1_a0196,7161e7e2,single-session-assistant,1,1,0,3,1,0.628571,1,10454.492,7750.644,18205.136,2919,0.000314,1,qwen235b_trace_q1_full.csv,1,0,0,pass,1,0,0,pass,1,0,0,pass,1,0,0,pass,1,0,0,pass,1,0,0,pass
qwen_openclaw_longmemeval,LongMemEval,OpenClaw,additional_interface_coverage,Qwen 235B,qwen3-235b-a22b-instruct-2507,0,s0,s0/longmem_ssa/lm_20_a0003,8464fc84,single-session-assistant,1,1,0,3,1,0.052632,1,10329.202,8420.408,18749.61,1033,0.000315,1,qwen235b_trace_q1_full.csv,1,0,0,pass,1,0,0,pass,1,0,0,pass,1,0,0,pass,1,0,0,pass,1,0,0,pass
qwen_openclaw_longmemeval,LongMemEval,OpenClaw,additional_interface_coverage,Qwen 235B,qwen3-235b-a22b-instruct-2507,0,s0,s0/longmem_ssa/lm_22_a0116,71a3fd6b,single-session-assistant,1,1,0,3,1,0.4375,1,10279.628,8974.925,19254.553,1447,0.000213,1,qwen235b_trace_q1_full.csv,1,0,0,pass,1,0,0,pass,1,0,0,pass,1,0,0,pass,1,0,0,pass,1,0,0,pass
qwen_openclaw_longmemeval,LongMemEval,OpenClaw,additional_interface_coverage,Qwen 235B,qwen3-235b-a22b-instruct-2507,0,s0,s0/longmem_ssa/lm_22_a0333,71a3fd6b,single-session-assistant,1,1,0,3,1,0.4375,1,8672.659,6566.575,15239.234,1459,0.00029,1,qwen235b_trace_q1_full.csv,1,0,0,pass,1,0,0,pass,1,0,0,pass,1,0,0,pass,1,0,0,pass,1,0,0,pass
qwen_openclaw_longmemeval,LongMemEval,OpenClaw,additional_interface_coverage,Qwen 235B,qwen3-235b-a22b-instruct-2507,0,s0,s0/longmem_ssa/lm_22_a0447,71a3fd6b,single-session-assistant,1,1,0,3,1,0.4375,1,12785.804,10686.436,23472.24,1452,0.000309,1,qwen235b_trace_q1_full.csv,1,0,0,pass,1,0,0,pass,1,0,0,pass,1,0,0,pass,1,0,0,pass,1,0,0,pass
qwen_openclaw_longmemeval,LongMemEval,OpenClaw,additional_interface_coverage,Qwen 235B,qwen3-235b-a22b-instruct-2507,0,s0,s0/longmem_ssa/lm_24_a0121,70b3e69b,single-session-assistant,1,1,0,3,1,0.056338,1,9269.822,6024.206,15294.028,1114,0.000372,1,qwen235b_trace_q1_full.csv,1,0,0,pass,1,0,0,pass,1,0,0,pass,1,0,0,pass,1,0,0,pass,1,0,0,pass
qwen_openclaw_longmemeval,LongMemEval,OpenClaw,additional_interface_coverage,Qwen 235B,qwen3-235b-a22b-instruct-2507,0,s0,s0/longmem_ssa/lm_26_a0100,3249768e,single-session-assistant,1,1,0,3,1,0.037736,1,8745.487,6563.479,15308.966,1769,0.000344,1,qwen235b_trace_q1_full.csv,1,0,0,pass,1,0,0,pass,1,0,0,pass,1,0,0,pass,1,0,0,pass,1,0,0,pass
qwen_openclaw_longmemeval,LongMemEval,OpenClaw,additional_interface_coverage,Qwen 235B,qwen3-235b-a22b-instruct-2507,0,s0,s0/longmem_ssa/lm_26_a0134,3249768e,single-session-assistant,1,1,0,3,1,0.037736,1,9628.85,12664.769,22293.619,1764,0.000344,1,qwen235b_trace_q1_full.csv,1,0,0,pass,1,0,0,pass,1,0,0,pass,1,0,0,pass,1,0,0,pass,1,0,0,pass
qwen_openclaw_longmemeval,LongMemEval,OpenClaw,additional_interface_coverage,Qwen 235B,qwen3-235b-a22b-instruct-2507,0,s0,s0/longmem_ssa/lm_26_a0314,3249768e,single-session-assistant,1,1,0,3,0,0.0,0,8640.011,5849.368,14489.379,1453,0.000301,1,qwen235b_trace_q1_full.csv,0,0,1,wrong_within_budget,0,0,1,wrong_within_budget,0,0,1,wrong_within_budget,0,0,1,wrong_within_budget,0,0,1,wrong_within_budget,0,0,1,wrong_within_budget
qwen_openclaw_longmemeval,LongMemEval,OpenClaw,additional_interface_coverage,Qwen 235B,qwen3-235b-a22b-instruct-2507,0,s0,s0/longmem_ssa/lm_26_a0450,3249768e,single-session-assistant,1,1,0,3,1,0.043478,1,10276.644,5754.522,16031.166,2069,0.000352,1,qwen235b_trace_q1_full.csv,1,0,0,pass,1,0,0,pass,1,0,0,pass,1,0,0,pass,1,0,0,pass,1,0,0,pass
qwen_openclaw_longmemeval,LongMemEval,OpenClaw,additional_interface_coverage,Qwen 235B,qwen3-235b-a22b-instruct-2507,0,s0,s0/longmem_ssa/lm_26_a0495,3249768e,single-session-assistant,1,1,0,3,1,0.037736,1,9900.474,6163.482,16063.956,1765,0.000344,1,qwen235b_trace_q1_full.csv,1,0,0,pass,1,0,0,pass,1,0,0,pass,1,0,0,pass,1,0,0,pass,1,0,0,pass
qwen_openclaw_longmemeval,LongMemEval,OpenClaw,additional_interface_coverage,Qwen 235B,qwen3-235b-a22b-instruct-2507,0,s0,s0/longmem_ssa/lm_27_a0001,1b9b7252,single-session-assistant,1,1,0,3,1,0.133333,1,7387.593,6263.349,13650.942,1442,0.000315,1,qwen235b_trace_q1_full.csv,1,0,0,pass,1,0,0,pass,1,0,0,pass,1,0,0,pass,1,0,0,pass,1,0,0,pass
qwen_openclaw_longmemeval,LongMemEval,OpenClaw,additional_interface_coverage,Qwen 235B,qwen3-235b-a22b-instruct-2507,0,s0,s0/longmem_ssa/lm_27_a0334,1b9b7252,single-session-assistant,1,1,0,2,1,0.129032,1,7099.802,6244.206,13344.008,1860,0.000319,1,qwen235b_trace_q1_full.csv,1,0,0,pass,1,0,0,pass,1,0,0,pass,1,0,0,pass,1,0,0,pass,1,0,0,pass
qwen_openclaw_longmemeval,LongMemEval,OpenClaw,additional_interface_coverage,Qwen 235B,qwen3-235b-a22b-instruct-2507,0,s0,s0/longmem_ssa/lm_27_a0422,1b9b7252,single-session-assistant,1,1,0,2,1,0.125,1,6946.44,8066.397,15012.837,1867,0.000326,1,qwen235b_trace_q1_full.csv,1,0,0,pass,1,0,0,pass,1,0,0,pass,1,0,0,pass,1,0,0,pass,1,0,0,pass
qwen_openclaw_longmemeval,LongMemEval,OpenClaw,additional_interface_coverage,Qwen 235B,qwen3-235b-a22b-instruct-2507,0,s0,s0/longmem_ssa/lm_28_a0038,1568498a,single-session-assistant,1,1,0,3,1,0.114286,1,12028.148,6243.639,18271.787,1543,0.000332,1,qwen235b_trace_q1_full.csv,1,0,0,pass,1,0,0,pass,1,0,0,pass,1,0,0,pass,1,0,0,pass,1,0,0,pass
qwen_openclaw_longmemeval,LongMemEval,OpenClaw,additional_interface_coverage,Qwen 235B,qwen3-235b-a22b-instruct-2507,0,s0,s0/longmem_ssa/lm_28_a0060,1568498a,single-session-assistant,1,1,0,3,1,0.083333,1,9955.661,5784.512,15740.173,3069,0.000356,1,qwen235b_trace_q1_full.csv,1,0,0,pass,1,0,0,pass,1,0,0,pass,1,0,0,pass,1,0,0,pass,1,0,0,pass
qwen_openclaw_longmemeval,LongMemEval,OpenClaw,additional_interface_coverage,Qwen 235B,qwen3-235b-a22b-instruct-2507,0,s0,s0/longmem_ssa/lm_28_a0094,1568498a,single-session-assistant,1,1,0,3,1,0.142857,1,9510.447,5674.276,15184.723,1527,0.000326,1,qwen235b_trace_q1_full.csv,1,0,0,pass,1,0,0,pass,1,0,0,pass,1,0,0,pass,1,0,0,pass,1,0,0,pass
qwen_openclaw_longmemeval,LongMemEval,OpenClaw,additional_interface_coverage,Qwen 235B,qwen3-235b-a22b-instruct-2507,0,s0,s0/longmem_ssa/lm_28_a0109,1568498a,single-session-assistant,1,1,0,3,1,0.121212,1,8682.784,7004.308,15687.092,1542,0.000335,1,qwen235b_trace_q1_full.csv,1,0,0,pass,1,0,0,pass,1,0,0,pass,1,0,0,pass,1,0,0,pass,1,0,0,pass
qwen_openclaw_longmemeval,LongMemEval,OpenClaw,additional_interface_coverage,Qwen 235B,qwen3-235b-a22b-instruct-2507,0,s0,s0/longmem_ssa/lm_28_a0123,1568498a,single-session-assistant,1,0,0,1,0,0.0,0,4418.422,0.0,4418.422,217,0.000269,1,qwen235b_trace_q1_full.csv,0,0,1,wrong_within_budget,0,0,1,wrong_within_budget,0,0,1,wrong_within_budget,0,0,1,wrong_within_budget,0,0,1,wrong_within_budget,0,0,1,wrong_within_budget
qwen_openclaw_longmemeval,LongMemEval,OpenClaw,additional_interface_coverage,Qwen 235B,qwen3-235b-a22b-instruct-2507,0,s0,s0/longmem_ssa/lm_28_a0241,1568498a,single-session-assistant,1,1,0,3,1,0.114286,1,11545.754,5601.624,17147.378,3041,0.000296,1,qwen235b_trace_q1_full.csv,1,0,0,pass,1,0,0,pass,1,0,0,pass,1,0,0,pass,1,0,0,pass,1,0,0,pass
qwen_openclaw_longmemeval,LongMemEval,OpenClaw,additional_interface_coverage,Qwen 235B,qwen3-235b-a22b-instruct-2507,0,s0,s0/longmem_ssa/lm_29_a0158,6222b6eb,single-session-assistant,1,1,0,3,1,0.315789,1,8487.994,6190.206,14678.2,2563,0.000347,1,qwen235b_trace_q1_full.csv,1,0,0,pass,1,0,0,pass,1,0,0,pass,1,0,0,pass,1,0,0,pass,1,0,0,pass
qwen_openclaw_longmemeval,LongMemEval,OpenClaw,additional_interface_coverage,Qwen 235B,qwen3-235b-a22b-instruct-2507,0,s0,s0/longmem_ssa/lm_2_a0168,c4f10528,single-session-assistant,1,1,0,3,1,0.103448,1,9946.346,5840.053,15786.399,2491,0.000336,1,qwen235b_trace_q1_full.csv,1,0,0,pass,1,0,0,pass,1,0,0,pass,1,0,0,pass,1,0,0,pass,1,0,0,pass
qwen_openclaw_longmemeval,LongMemEval,OpenClaw,additional_interface_coverage,Qwen 235B,qwen3-235b-a22b-instruct-2507,0,s0,s0/longmem_ssa/lm_2_a0354,c4f10528,single-session-assistant,1,1,0,3,1,0.122449,1,10283.357,7390.628,17673.985,2471,0.000326,1,qwen235b_trace_q1_full.csv,1,0,0,pass,1,0,0,pass,1,0,0,pass,1,0,0,pass,1,0,0,pass,1,0,0,pass
qwen_openclaw_longmemeval,LongMemEval,OpenClaw,additional_interface_coverage,Qwen 235B,qwen3-235b-a22b-instruct-2507,0,s0,s0/longmem_ssp/lm_11_a0035,06f04340,single-session-preference,1,1,0,3,1,0.131148,1,15153.124,6664.674,21817.798,3044,0.000459,1,qwen235b_trace_q1_full.csv,1,0,0,pass,1,0,0,pass,1,0,0,pass,1,0,0,pass,1,0,0,pass,1,0,0,pass
qwen_openclaw_longmemeval,LongMemEval,OpenClaw,additional_interface_coverage,Qwen 235B,qwen3-235b-a22b-instruct-2507,0,s0,s0/longmem_ssp/lm_11_a0041,06f04340,single-session-preference,1,1,0,3,1,0.104615,1,18649.133,5679.413,24328.546,4230,0.000517,1,qwen235b_trace_q1_full.csv,1,0,0,pass,1,0,0,pass,1,0,0,pass,1,0,0,pass,1,0,0,pass,1,0,0,pass
qwen_openclaw_longmemeval,LongMemEval,OpenClaw,additional_interface_coverage,Qwen 235B,qwen3-235b-a22b-instruct-2507,0,s0,s0/longmem_ssp/lm_11_a0074,06f04340,single-session-preference,1,1,0,3,1,0.125523,1,15509.296,6803.762,22313.058,3036,0.000474,1,qwen235b_trace_q1_full.csv,1,0,0,pass,1,0,0,pass,1,0,0,pass,1,0,0,pass,1,0,0,pass,1,0,0,pass
qwen_openclaw_longmemeval,LongMemEval,OpenClaw,additional_interface_coverage,Qwen 235B,qwen3-235b-a22b-instruct-2507,0,s0,s0/longmem_ssp/lm_11_a0159,06f04340,single-session-preference,1,1,0,3,1,0.121212,1,16755.359,7340.263,24095.622,4182,0.000505,1,qwen235b_trace_q1_full.csv,1,0,0,pass,1,0,0,pass,1,0,0,pass,1,0,0,pass,1,0,0,pass,1,0,0,pass
qwen_openclaw_longmemeval,LongMemEval,OpenClaw,additional_interface_coverage,Qwen 235B,qwen3-235b-a22b-instruct-2507,0,s0,s0/longmem_ssp/lm_11_a0306,06f04340,single-session-preference,1,1,0,3,1,0.131687,1,14343.355,6187.161,20530.516,3037,0.00046,1,qwen235b_trace_q1_full.csv,1,0,0,pass,1,0,0,pass,1,0,0,pass,1,0,0,pass,1,0,0,pass,1,0,0,pass
qwen_openclaw_longmemeval,LongMemEval,OpenClaw,additional_interface_coverage,Qwen 235B,qwen3-235b-a22b-instruct-2507,0,s0,s0/longmem_ssp/lm_11_a0363,06f04340,single-session-preference,1,1,0,3,1,0.125,1,17020.791,5971.331,22992.122,4110,0.000456,1,qwen235b_trace_q1_full.csv,1,0,0,pass,1,0,0,pass,1,0,0,pass,1,0,0,pass,1,0,0,pass,1,0,0,pass
qwen_openclaw_longmemeval,LongMemEval,OpenClaw,additional_interface_coverage,Qwen 235B,qwen3-235b-a22b-instruct-2507,0,s0,s0/longmem_ssp/lm_11_a0436,06f04340,single-session-preference,1,1,0,3,1,0.124444,1,13206.267,6543.882,19750.149,2968,0.000443,1,qwen235b_trace_q1_full.csv,1,0,0,pass,1,0,0,pass,1,0,0,pass,1,0,0,pass,1,0,0,pass,1,0,0,pass
qwen_openclaw_longmemeval,LongMemEval,OpenClaw,additional_interface_coverage,Qwen 235B,qwen3-235b-a22b-instruct-2507,0,s0,s0/longmem_ssp/lm_12_a0181,6b7dfb22,single-session-preference,1,0,0,1,0,0.162963,0,7875.01,0.0,7875.01,390,0.000335,1,qwen235b_trace_q1_full.csv,0,0,1,wrong_within_budget,0,0,1,wrong_within_budget,0,0,1,wrong_within_budget,0,0,1,wrong_within_budget,0,0,1,wrong_within_budget,0,0,1,wrong_within_budget
